Algorithm,City One,City Two,Average Time,Path Length
iterative_deepening,Eforie,Zerind,7.206999944173731e-05,8
greedy_search,Eforie,Zerind,0.0033696599995892028,8
a_star_search,Eforie,Zerind,0.0028264300017326605,9
breadth_first_search,Eforie,Giurgiu,1.3120000949129462e-05,5
depth_first_search,Eforie,Giurgiu,7.209999603219331e-06,5
uniform_cost_search,Eforie,Giurgiu,1.0119999933522194e-05,5
iterative_deepening,Eforie,Giurgiu,1.6190000314963983e-05,5
greedy_search,Eforie,Giurgiu,0.0026456100014911497,5
a_star_search,Eforie,Giurgiu,0.0013016599994443822,5
breadth_first_search,Eforie,Iasi,1.3600000238511712e-05,5
depth_first_search,Eforie,Iasi,5.729999247705564e-06,5
uniform_cost_search,Eforie,Iasi,1.2479999713832513e-05,5
iterative_deepening,Eforie,Iasi,2.4219999613706022e-05,5
greedy_search,Eforie,Iasi,0.001387980000436073,5
a_star_search,Eforie,Iasi,0.0010908499985816888,5
breadth_first_search,Eforie,Oradea,2.376000047661364e-05,7
depth_first_search,Eforie,Oradea,1.6709999908925965e-05,13
uniform_cost_search,Eforie,Oradea,3.142999994452111e-05,8
iterative_deepening,Eforie,Oradea,5.421999885584228e-05,7
greedy_search,Eforie,Oradea,0.002944940000452334,7
a_star_search,Eforie,Oradea,0.0023822099996323232,8
breadth_first_search,Eforie,Sibiu,1.4739999460289255e-05,6
depth_first_search,Eforie,Sibiu,1.4180000289343297e-05,12
uniform_cost_search,Eforie,Sibiu,1.9410000095376746e-05,7
iterative_deepening,Eforie,Sibiu,3.399000124773011e-05,6
greedy_search,Eforie,Sibiu,0.001982500000303844,6
a_star_search,Eforie,Sibiu,0.0020171199990727472,7
breadth_first_search,Zerind,Giurgiu,3.195999888703227e-05,6
depth_first_search,Zerind,Giurgiu,1.3039998157182708e-05,10
uniform_cost_search,Zerind,Giurgiu,4.091000009793788e-05,7
iterative_deepening,Zerind,Giurgiu,5.3959999058861284e-05,6
greedy_search,Zerind,Giurgiu,0.0031796199997188523,7
a_star_search,Zerind,Giurgiu,0.0022576900002604814,7
breadth_first_search,Zerind,Iasi,4.736999981105328e-05,8
depth_first_search,Zerind,Iasi,1.0819998715305701e-05,12
uniform_cost_search,Zerind,Iasi,0.00012570999970193953,9
iterative_deepening,Zerind,Iasi,0.00016657000160194002,8
greedy_search,Zerind,Iasi,0.003224850000697188,8
a_star_search,Zerind,Iasi,0.0037507400003960354,9
breadth_first_search,Zerind,Oradea,5.3700001444667574e-06,2
depth_first_search,Zerind,Oradea,1.728000133880414e-05,12
uniform_cost_search,Zerind,Oradea,3.15000070258975e-06,2
iterative_deepening,Zerind,Oradea,4.189999890513718e-06,2
greedy_search,Zerind,Oradea,0.0004946499997458886,2
a_star_search,Zerind,Oradea,0.0004661299986764789,2
breadth_first_search,Zerind,Sibiu,6.359998951666057e-06,3
depth_first_search,Zerind,Sibiu,1.4539999392582104e-05,11
uniform_cost_search,Zerind,Sibiu,7.709999772487209e-06,3
iterative_deepening,Zerind,Sibiu,7.919999188743531e-06,3
greedy_search,Zerind,Sibiu,0.000748199998633936,3
a_star_search,Zerind,Sibiu,0.0007003499995335005,3
breadth_first_search,Giurgiu,Iasi,4.690999994636513e-05,5
depth_first_search,Giurgiu,Iasi,4.750000516651198e-06,5
uniform_cost_search,Giurgiu,Iasi,3.15999990561977e-05,5
iterative_deepening,Giurgiu,Iasi,3.365000084158965e-05,5
greedy_search,Giurgiu,Iasi,0.0020610100000340026,5
a_star_search,Giurgiu,Iasi,0.001300230000197189,5
breadth_first_search,Giurgiu,Oradea,1.739000072120689e-05,5
depth_first_search,Giurgiu,Oradea,1.880999916465953e-05,11
uniform_cost_search,Giurgiu,Oradea,2.8300000121816992e-05,6
iterative_deepening,Giurgiu,Oradea,2.579999854788184e-05,5
greedy_search,Giurgiu,Oradea,0.0019668100016133395,5
a_star_search,Giurgiu,Oradea,0.0018043099997157696,6
breadth_first_search,Giurgiu,Sibiu,1.0739999561337754e-05,4
depth_first_search,Giurgiu,Sibiu,1.396000006934628e-05,10
uniform_cost_search,Giurgiu,Sibiu,1.829000102588907e-05,5
iterative_deepening,Giurgiu,Sibiu,1.4099999680183828e-05,4
greedy_search,Giurgiu,Sibiu,0.0012970500014489517,4
a_star_search,Giurgiu,Sibiu,0.0015447799989487976,5
breadth_first_search,Iasi,Oradea,2.7609999960986897e-05,7
depth_first_search,Iasi,Oradea,1.7610000941203908e-05,13
uniform_cost_search,Iasi,Oradea,2.7900001441594213e-05,8
iterative_deepening,Iasi,Oradea,5.129999917699024e-05,7
greedy_search,Iasi,Oradea,0.0029267400001117493,7
a_star_search,Iasi,Oradea,0.002521379999961937,8
breadth_first_search,Iasi,Sibiu,2.426999853923917e-05,6
depth_first_search,Iasi,Sibiu,1.5549999807262795e-05,12
uniform_cost_search,Iasi,Sibiu,1.9799999427050353e-05,7
iterative_deepening,Iasi,Sibiu,3.772999916691333e-05,6
greedy_search,Iasi,Sibiu,0.0024655300010635985,6
a_star_search,Iasi,Sibiu,0.002654259998962516,7
breadth_first_search,Oradea,Sibiu,4.8599998990539465e-06,2
depth_first_search,Oradea,Sibiu,1.9600011000875384e-06,2
uniform_cost_search,Oradea,Sibiu,1.4419999934034422e-05,2
iterative_deepening,Oradea,Sibiu,1.3229998876340687e-05,2
greedy_search,Oradea,Sibiu,0.0004969599991454743,2
a_star_search,Oradea,Sibiu,0.000495369998679962,2

Algorithm, time, solution length
breadth_first_search, 0.0010655499980202876, 225
depth_first_search, 0.0005509400078153702, 369
uniform_cost_search, 0.0011187999974936246, 237
iterative_deepening, 0.0020795499971427486, 225
greedy_search, 0.0968163200021081, 234
a_star_search, 0.08214002999884544, 239
